file,speaker,corrupted,sentence_code,sentence,emotion_code,emotion
1002/1002_IEO_FEA_HI.wav,1002,False,IEO,It's eleven o'clock,FEA,fear
1002/1002_IEO_DIS_LO.wav,1002,False,IEO,It's eleven o'clock,DIS,disgust
1002/1002_IEO_DIS_MD.wav,1002,False,IEO,It's eleven o'clock,DIS,disgust
1002/1002_IEO_DIS_HI.wav,1002,False,IEO,It's eleven o'clock,DIS,disgust
1002/1002_TIE_HAP_XX.wav,1002,False,TIE,That is exactly what happened,HAP,happy/joy
1002/1002_TIE_SAD_XX.wav,1002,False,TIE,That is exactly what happened,SAD,sad
1002/1002_TIE_ANG_XX.wav,1002,False,TIE,That is exactly what happened,ANG,anger
1002/1002_TIE_FEA_XX.wav,1002,False,TIE,That is exactly what happened,FEA,fear
1002/1002_TIE_DIS_XX.wav,1002,False,TIE,That is exactly what happened,DIS,disgust
1002/1002_IOM_NEU_XX.wav,1002,False,IOM,I'm on my way to the meeting,NEU,neutral
1002/1002_IOM_HAP_XX.wav,1002,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1002/1002_IOM_SAD_XX.wav,1002,False,IOM,I'm on my way to the meeting,SAD,sad
1002/1002_IOM_ANG_XX.wav,1002,False,IOM,I'm on my way to the meeting,ANG,anger
1002/1002_IOM_FEA_XX.wav,1002,False,IOM,I'm on my way to the meeting,FEA,fear
1002/1002_IOM_DIS_XX.wav,1002,False,IOM,I'm on my way to the meeting,DIS,disgust
1002/1002_IWW_NEU_XX.wav,1002,False,IWW,I wonder what this is about,NEU,neutral
1002/1002_IWW_HAP_XX.wav,1002,False,IWW,I wonder what this is about,HAP,happy/joy
1002/1002_IWW_SAD_XX.wav,1002,False,IWW,I wonder what this is about,SAD,sad
1002/1002_IWW_ANG_XX.wav,1002,False,IWW,I wonder what this is about,ANG,anger
1002/1002_IWW_FEA_XX.wav,1002,False,IWW,I wonder what this is about,FEA,fear
1002/1002_IWW_DIS_XX.wav,1002,False,IWW,I wonder what this is about,DIS,disgust
1002/1002_TAI_NEU_XX.wav,1002,False,TAI,The airplane is almost full,NEU,neutral
1002/1002_TAI_HAP_XX.wav,1002,False,TAI,The airplane is almost full,HAP,happy/joy
1002/1002_TAI_SAD_XX.wav,1002,False,TAI,The airplane is almost full,SAD,sad
1002/1002_TAI_ANG_XX.wav,1002,False,TAI,The airplane is almost full,ANG,anger
1002/1002_TAI_FEA_XX.wav,1002,False,TAI,The airplane is almost full,FEA,fear
1002/1002_TAI_DIS_XX.wav,1002,False,TAI,The airplane is almost full,DIS,disgust
1002/1002_MTI_NEU_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1002/1002_MTI_HAP_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1002/1002_MTI_SAD_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1002/1002_MTI_ANG_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1002/1002_MTI_FEA_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1002/1002_MTI_DIS_XX.wav,1002,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1002/1002_IWL_NEU_XX.wav,1002,False,IWL,I would like a new alarm clock,NEU,neutral
1002/1002_IWL_HAP_XX.wav,1002,False,IWL,I would like a new alarm clock,HAP,happy/joy
1002/1002_IWL_SAD_XX.wav,1002,False,IWL,I would like a new alarm clock,SAD,sad
1002/1002_IWL_ANG_XX.wav,1002,False,IWL,I would like a new alarm clock,ANG,anger
1002/1002_IWL_FEA_XX.wav,1002,False,IWL,I would like a new alarm clock,FEA,fear
1002/1002_IWL_DIS_XX.wav,1002,False,IWL,I would like a new alarm clock,DIS,disgust
1002/1002_ITH_NEU_XX.wav,1002,False,ITH,I think I have a doctor's appointment,NEU,neutral
1002/1002_ITH_HAP_XX.wav,1002,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1002/1002_ITH_SAD_XX.wav,1002,False,ITH,I think I have a doctor's appointment,SAD,sad
1002/1002_ITH_ANG_XX.wav,1002,False,ITH,I think I have a doctor's appointment,ANG,anger
1002/1002_ITH_FEA_XX.wav,1002,False,ITH,I think I have a doctor's appointment,FEA,fear
1002/1002_ITH_DIS_XX.wav,1002,False,ITH,I think I have a doctor's appointment,DIS,disgust
1002/1002_DFA_NEU_XX.wav,1002,False,DFA,Don't forget a jacket,NEU,neutral
1002/1002_DFA_HAP_XX.wav,1002,False,DFA,Don't forget a jacket,HAP,happy/joy
1002/1002_DFA_SAD_XX.wav,1002,False,DFA,Don't forget a jacket,SAD,sad
1002/1002_DFA_ANG_XX.wav,1002,False,DFA,Don't forget a jacket,ANG,anger
1002/1002_DFA_FEA_XX.wav,1002,False,DFA,Don't forget a jacket,FEA,fear
1002/1002_DFA_DIS_XX.wav,1002,False,DFA,Don't forget a jacket,DIS,disgust
1002/1002_ITS_NEU_XX.wav,1002,False,ITS,I think I've seen this before,NEU,neutral
1002/1002_ITS_HAP_XX.wav,1002,False,ITS,I think I've seen this before,HAP,happy/joy
1002/1002_ITS_SAD_XX.wav,1002,False,ITS,I think I've seen this before,SAD,sad
1002/1002_ITS_ANG_XX.wav,1002,False,ITS,I think I've seen this before,ANG,anger
1002/1002_ITS_FEA_XX.wav,1002,False,ITS,I think I've seen this before,FEA,fear
1002/1002_ITS_DIS_XX.wav,1002,False,ITS,I think I've seen this before,DIS,disgust
1002/1002_TSI_NEU_XX.wav,1002,False,TSI,The surface is slick,NEU,neutral
1002/1002_TSI_HAP_XX.wav,1002,False,TSI,The surface is slick,HAP,happy/joy
1002/1002_TSI_SAD_XX.wav,1002,False,TSI,The surface is slick,SAD,sad
1002/1002_TSI_ANG_XX.wav,1002,False,TSI,The surface is slick,ANG,anger
1002/1002_TSI_FEA_XX.wav,1002,False,TSI,The surface is slick,FEA,fear
1002/1002_TSI_DIS_XX.wav,1002,False,TSI,The surface is slick,DIS,disgust
1002/1002_WSI_NEU_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1002/1002_WSI_HAP_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1002/1002_WSI_SAD_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,SAD,sad
1002/1002_WSI_ANG_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,ANG,anger
1002/1002_WSI_FEA_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,FEA,fear
1002/1002_WSI_DIS_XX.wav,1002,False,WSI,We'll stop in a couple of minutes,DIS,disgust
1003/1003_IEO_NEU_XX.wav,1003,False,IEO,It's eleven o'clock,NEU,neutral
1003/1003_IEO_HAP_LO.wav,1003,False,IEO,It's eleven o'clock,HAP,happy/joy
1003/1003_IEO_HAP_MD.wav,1003,False,IEO,It's eleven o'clock,HAP,happy/joy
1003/1003_IEO_HAP_HI.wav,1003,False,IEO,It's eleven o'clock,HAP,happy/joy
1003/1003_IEO_SAD_LO.wav,1003,False,IEO,It's eleven o'clock,SAD,sad
1003/1003_IEO_SAD_MD.wav,1003,False,IEO,It's eleven o'clock,SAD,sad
1003/1003_IEO_SAD_HI.wav,1003,False,IEO,It's eleven o'clock,SAD,sad
1003/1003_IEO_ANG_LO.wav,1003,False,IEO,It's eleven o'clock,ANG,anger
1003/1003_IEO_ANG_MD.wav,1003,False,IEO,It's eleven o'clock,ANG,anger
1003/1003_IEO_ANG_HI.wav,1003,False,IEO,It's eleven o'clock,ANG,anger
1003/1003_IEO_FEA_LO.wav,1003,False,IEO,It's eleven o'clock,FEA,fear
1003/1003_IEO_FEA_MD.wav,1003,False,IEO,It's eleven o'clock,FEA,fear
1003/1003_IEO_FEA_HI.wav,1003,False,IEO,It's eleven o'clock,FEA,fear
1003/1003_IEO_DIS_LO.wav,1003,False,IEO,It's eleven o'clock,DIS,disgust
1003/1003_IEO_DIS_MD.wav,1003,False,IEO,It's eleven o'clock,DIS,disgust
1003/1003_IEO_DIS_HI.wav,1003,False,IEO,It's eleven o'clock,DIS,disgust
1003/1003_TIE_NEU_XX.wav,1003,False,TIE,That is exactly what happened,NEU,neutral
1003/1003_TIE_HAP_XX.wav,1003,False,TIE,That is exactly what happened,HAP,happy/joy
1003/1003_TIE_SAD_XX.wav,1003,False,TIE,That is exactly what happened,SAD,sad
1003/1003_TIE_ANG_XX.wav,1003,False,TIE,That is exactly what happened,ANG,anger
1003/1003_TIE_FEA_XX.wav,1003,False,TIE,That is exactly what happened,FEA,fear
1003/1003_TIE_DIS_XX.wav,1003,False,TIE,That is exactly what happened,DIS,disgust
1003/1003_IOM_NEU_XX.wav,1003,False,IOM,I'm on my way to the meeting,NEU,neutral
1003/1003_IOM_HAP_XX.wav,1003,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1003/1003_IOM_SAD_XX.wav,1003,False,IOM,I'm on my way to the meeting,SAD,sad
1003/1003_IOM_ANG_XX.wav,1003,False,IOM,I'm on my way to the meeting,ANG,anger
1003/1003_IOM_FEA_XX.wav,1003,False,IOM,I'm on my way to the meeting,FEA,fear
1003/1003_IOM_DIS_XX.wav,1003,False,IOM,I'm on my way to the meeting,DIS,disgust
1003/1003_IWW_NEU_XX.wav,1003,False,IWW,I wonder what this is about,NEU,neutral
1003/1003_IWW_HAP_XX.wav,1003,False,IWW,I wonder what this is about,HAP,happy/joy
1003/1003_IWW_SAD_XX.wav,1003,False,IWW,I wonder what this is about,SAD,sad
1003/1003_IWW_ANG_XX.wav,1003,False,IWW,I wonder what this is about,ANG,anger
1003/1003_IWW_FEA_XX.wav,1003,False,IWW,I wonder what this is about,FEA,fear
1003/1003_IWW_DIS_XX.wav,1003,False,IWW,I wonder what this is about,DIS,disgust
1003/1003_TAI_NEU_XX.wav,1003,False,TAI,The airplane is almost full,NEU,neutral
1003/1003_TAI_HAP_XX.wav,1003,False,TAI,The airplane is almost full,HAP,happy/joy
1003/1003_TAI_SAD_XX.wav,1003,False,TAI,The airplane is almost full,SAD,sad
1003/1003_TAI_ANG_XX.wav,1003,False,TAI,The airplane is almost full,ANG,anger
1003/1003_TAI_FEA_XX.wav,1003,False,TAI,The airplane is almost full,FEA,fear
1003/1003_TAI_DIS_XX.wav,1003,False,TAI,The airplane is almost full,DIS,disgust
1003/1003_MTI_NEU_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1003/1003_MTI_HAP_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1003/1003_MTI_SAD_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1003/1003_MTI_ANG_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1003/1003_MTI_FEA_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1003/1003_MTI_DIS_XX.wav,1003,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1003/1003_IWL_NEU_XX.wav,1003,False,IWL,I would like a new alarm clock,NEU,neutral
1003/1003_IWL_HAP_XX.wav,1003,False,IWL,I would like a new alarm clock,HAP,happy/joy
1003/1003_IWL_SAD_XX.wav,1003,False,IWL,I would like a new alarm clock,SAD,sad
1003/1003_IWL_ANG_XX.wav,1003,False,IWL,I would like a new alarm clock,ANG,anger
1003/1003_IWL_FEA_XX.wav,1003,False,IWL,I would like a new alarm clock,FEA,fear
1003/1003_IWL_DIS_XX.wav,1003,False,IWL,I would like a new alarm clock,DIS,disgust
1003/1003_ITH_NEU_XX.wav,1003,False,ITH,I think I have a doctor's appointment,NEU,neutral
1003/1003_ITH_HAP_XX.wav,1003,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1003/1003_ITH_SAD_XX.wav,1003,False,ITH,I think I have a doctor's appointment,SAD,sad
1003/1003_ITH_ANG_XX.wav,1003,False,ITH,I think I have a doctor's appointment,ANG,anger
1003/1003_ITH_FEA_XX.wav,1003,False,ITH,I think I have a doctor's appointment,FEA,fear
1003/1003_ITH_DIS_XX.wav,1003,False,ITH,I think I have a doctor's appointment,DIS,disgust
1003/1003_DFA_NEU_XX.wav,1003,False,DFA,Don't forget a jacket,NEU,neutral
1003/1003_DFA_HAP_XX.wav,1003,False,DFA,Don't forget a jacket,HAP,happy/joy
1003/1003_DFA_SAD_XX.wav,1003,False,DFA,Don't forget a jacket,SAD,sad
1003/1003_DFA_ANG_XX.wav,1003,False,DFA,Don't forget a jacket,ANG,anger
1003/1003_DFA_FEA_XX.wav,1003,False,DFA,Don't forget a jacket,FEA,fear
1003/1003_DFA_DIS_XX.wav,1003,False,DFA,Don't forget a jacket,DIS,disgust
1003/1003_ITS_NEU_XX.wav,1003,False,ITS,I think I've seen this before,NEU,neutral
1003/1003_ITS_HAP_XX.wav,1003,False,ITS,I think I've seen this before,HAP,happy/joy
1003/1003_ITS_SAD_XX.wav,1003,False,ITS,I think I've seen this before,SAD,sad
1003/1003_ITS_ANG_XX.wav,1003,False,ITS,I think I've seen this before,ANG,anger
1003/1003_ITS_FEA_XX.wav,1003,False,ITS,I think I've seen this before,FEA,fear
1003/1003_ITS_DIS_XX.wav,1003,False,ITS,I think I've seen this before,DIS,disgust
1003/1003_TSI_NEU_XX.wav,1003,False,TSI,The surface is slick,NEU,neutral
1003/1003_TSI_HAP_XX.wav,1003,False,TSI,The surface is slick,HAP,happy/joy
1003/1003_TSI_SAD_XX.wav,1003,False,TSI,The surface is slick,SAD,sad
1003/1003_TSI_ANG_XX.wav,1003,False,TSI,The surface is slick,ANG,anger
1003/1003_TSI_FEA_XX.wav,1003,False,TSI,The surface is slick,FEA,fear
1003/1003_TSI_DIS_XX.wav,1003,False,TSI,The surface is slick,DIS,disgust
1003/1003_WSI_NEU_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1003/1003_WSI_HAP_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1003/1003_WSI_SAD_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,SAD,sad
1003/1003_WSI_ANG_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,ANG,anger
1003/1003_WSI_FEA_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,FEA,fear
1003/1003_WSI_DIS_XX.wav,1003,False,WSI,We'll stop in a couple of minutes,DIS,disgust
1004/1004_IEO_NEU_XX.wav,1004,False,IEO,It's eleven o'clock,NEU,neutral
1004/1004_IEO_HAP_LO.wav,1004,False,IEO,It's eleven o'clock,HAP,happy/joy
1004/1004_IEO_HAP_MD.wav,1004,False,IEO,It's eleven o'clock,HAP,happy/joy
1004/1004_IEO_HAP_HI.wav,1004,False,IEO,It's eleven o'clock,HAP,happy/joy
1004/1004_IEO_SAD_LO.wav,1004,False,IEO,It's eleven o'clock,SAD,sad
1004/1004_IEO_SAD_MD.wav,1004,False,IEO,It's eleven o'clock,SAD,sad
1004/1004_IEO_SAD_HI.wav,1004,False,IEO,It's eleven o'clock,SAD,sad
1004/1004_IEO_ANG_LO.wav,1004,False,IEO,It's eleven o'clock,ANG,anger
1004/1004_IEO_ANG_MD.wav,1004,False,IEO,It's eleven o'clock,ANG,anger
1004/1004_IEO_ANG_HI.wav,1004,False,IEO,It's eleven o'clock,ANG,anger
1004/1004_IEO_FEA_LO.wav,1004,False,IEO,It's eleven o'clock,FEA,fear
1004/1004_IEO_FEA_MD.wav,1004,False,IEO,It's eleven o'clock,FEA,fear
1004/1004_IEO_FEA_HI.wav,1004,False,IEO,It's eleven o'clock,FEA,fear
1004/1004_IEO_DIS_LO.wav,1004,False,IEO,It's eleven o'clock,DIS,disgust
1004/1004_IEO_DIS_MD.wav,1004,False,IEO,It's eleven o'clock,DIS,disgust
1004/1004_IEO_DIS_HI.wav,1004,False,IEO,It's eleven o'clock,DIS,disgust
1004/1004_TIE_NEU_XX.wav,1004,False,TIE,That is exactly what happened,NEU,neutral
1004/1004_TIE_HAP_XX.wav,1004,False,TIE,That is exactly what happened,HAP,happy/joy
1004/1004_TIE_SAD_XX.wav,1004,False,TIE,That is exactly what happened,SAD,sad
1004/1004_TIE_ANG_XX.wav,1004,False,TIE,That is exactly what happened,ANG,anger
1004/1004_TIE_FEA_XX.wav,1004,False,TIE,That is exactly what happened,FEA,fear
1004/1004_TIE_DIS_XX.wav,1004,False,TIE,That is exactly what happened,DIS,disgust
1004/1004_IOM_NEU_XX.wav,1004,False,IOM,I'm on my way to the meeting,NEU,neutral
1004/1004_IOM_HAP_XX.wav,1004,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1004/1004_IOM_SAD_XX.wav,1004,False,IOM,I'm on my way to the meeting,SAD,sad
1004/1004_IOM_ANG_XX.wav,1004,False,IOM,I'm on my way to the meeting,ANG,anger
1004/1004_IOM_FEA_XX.wav,1004,False,IOM,I'm on my way to the meeting,FEA,fear
1004/1004_IOM_DIS_XX.wav,1004,False,IOM,I'm on my way to the meeting,DIS,disgust
1004/1004_IWW_NEU_XX.wav,1004,False,IWW,I wonder what this is about,NEU,neutral
1004/1004_IWW_HAP_XX.wav,1004,False,IWW,I wonder what this is about,HAP,happy/joy
1004/1004_IWW_SAD_XX.wav,1004,False,IWW,I wonder what this is about,SAD,sad
1004/1004_IWW_ANG_XX.wav,1004,False,IWW,I wonder what this is about,ANG,anger
1004/1004_IWW_FEA_XX.wav,1004,False,IWW,I wonder what this is about,FEA,fear
1004/1004_IWW_DIS_XX.wav,1004,False,IWW,I wonder what this is about,DIS,disgust
1004/1004_TAI_NEU_XX.wav,1004,False,TAI,The airplane is almost full,NEU,neutral
1004/1004_TAI_HAP_XX.wav,1004,False,TAI,The airplane is almost full,HAP,happy/joy
1004/1004_TAI_SAD_XX.wav,1004,False,TAI,The airplane is almost full,SAD,sad
1004/1004_TAI_ANG_XX.wav,1004,False,TAI,The airplane is almost full,ANG,anger
1004/1004_TAI_FEA_XX.wav,1004,False,TAI,The airplane is almost full,FEA,fear
1004/1004_TAI_DIS_XX.wav,1004,False,TAI,The airplane is almost full,DIS,disgust
1004/1004_MTI_NEU_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1004/1004_MTI_HAP_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1004/1004_MTI_SAD_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1004/1004_MTI_ANG_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1004/1004_MTI_FEA_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1004/1004_MTI_DIS_XX.wav,1004,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1004/1004_IWL_NEU_XX.wav,1004,False,IWL,I would like a new alarm clock,NEU,neutral
1004/1004_IWL_HAP_XX.wav,1004,False,IWL,I would like a new alarm clock,HAP,happy/joy
